articleID,abstract,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
586f02c195d0e039260793f8,,By THE EDITORIAL BOARD,article,Mr. Trump Casts Intelligence Aside,"['Trump, Donald J', 'Russia', 'Cyberwarfare and Defense', 'Espionage and Intelligence Services', 'Senate Committee on Armed Services', 'Clapper, James R Jr', 'United States Politics and Government']",1,Editorial,18,2017-01-06 02:36:44,Unknown,Why is he trying to undermine organizations meant to keep the country safe?,The New York Times,Editorial,https://www.nytimes.com/2017/01/05/opinion/donald-trump-casts-intelligence-aside.html,596
586f083f95d0e03926079404,,By CAITLIN LOVINGER,article,Numbers Game,['Crossword Puzzles'],1,Games,0,2017-01-06 03:00:03,Unknown,Jacob Stulberg shoots us to outer space.,The New York Times,News,https://www.nytimes.com/2017/01/05/crosswords/numbers-game.html,574
586f2fdc95d0e03926079449,,By KAROLINE KAN,article,Unknown,"['Lung Cancer', 'Air Pollution', 'Poetry and Poets', 'Chest (Journal)', 'China', 'Zhao Xiaogang']",1,Foreign,0,2017-01-06 05:49:08,Asia Pacific,China’s toxic air has drawn attention to a Chinese surgeon’s poem that takes the viewpoint of a hungry lung cancer reveling in the “delicious mist and haze.”,The New York Times,News,https://www.nytimes.com/2017/01/06/world/asia/china-smog-cancer-poem.html,789
5873480e95d0e03926079a78,,By DONALD P. MOYNIHAN,article,Who’s Really Limiting Free Speech?,"['Colleges and Universities', 'Freedom of Speech and Expression', 'University of Wisconsin-Madison', 'University of Wisconsin', 'Walker, Scott K', 'Academic Freedom', 'State Legislatures', 'Nass, Stephen']",1,OpEd,17,2017-01-09 08:21:23,Unknown,"At state schools, micromanaging legislators pose a much greater danger than political correctness.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/09/opinion/whos-really-placing-limits-on-free-speech.html,964
5873480d95d0e03926079a76,,By CHARLES M. BLOW,article,Trump and the Tainted  Presidency,"['Cyberwarfare and Defense', 'Presidential Election of 2016', 'WikiLeaks', 'Trump, Donald J', 'Putin, Vladimir V', 'Russia']",1,OpEd,17,2017-01-09 08:21:23,Unknown,A hostile foreign power got its way.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/09/opinion/donald-trump-and-the-tainted-presidency.html,847
5873530295d0e03926079a96,"Sory Sanlé, a West African photographer, once burned his negatives thinking no one was interested in “old stuff.” A French producer thought otherwise, helping him save his work in preparation for a major retrospective.",By FAYEMI SHAKUR,blogpost,Unknown,"['Sanle, Sory', 'Africa', 'Burkina Faso', 'Music', 'Photography']",1,Unknown,0,2017-01-09 09:08:12,Unknown,"Sory Sanlé, a West African photographer, once burned his negatives thinking no one was interested in “old stuff.” A French producer thought otherwise, helping him save his work in preparation for a major retrospective.",The New York Times,Blog,https://lens.blogs.nytimes.com/2017/01/09/a-witness-to-youth-culture-in-burkina-faso-sory-sanle/,664
58735f3b95d0e03926079aac,,By MATT FLEGENHEIMER and THOMAS KAPLAN,article,What to Watch For in Washington: Confirmation Hearings and Trump Meeting the Press,"['United States Politics and Government', 'Trump, Donald J', 'Appointments and Executive Changes', 'Senate', 'Democratic Party', 'Republican Party', 'Patient Protection and Affordable Care Act (2010)']",1,National,0,2017-01-09 10:00:21,Politics,"A packed week in politics lies ahead, with Senate hearings, the president’s farewell speech and — maybe — a news conference from the president-elect.",The New York Times,News,https://www.nytimes.com/2017/01/09/us/politics/confirmation-hearings-trump-press-conference.html,992
58735f3a95d0e03926079aab,,By JACK HEALY,article,Where Homelessness Can Be a Crime,"['Homeless Persons', 'Urban Areas', 'Western States (US)', 'Denver (Colo)', 'Boise (Idaho)', 'Seattle (Wash)']",1,National,8,2017-01-09 10:00:22,Unknown,"Activists and homeless people are waging public campaigns and court fights against local laws that ban urban camping, as some politicians urge a “zero tolerance” policy.",The New York Times,News,https://www.nytimes.com/2017/01/09/us/rights-battles-emerge-in-cities-where-homelessness-can-be-a-crime.html,1366
5873663195d0e03926079aba,,By THE LEARNING NETWORK,article,"What’s Going On in This Picture? | Jan. 9, 2017",[],1,Learning,0,2017-01-09 10:30:02,Unknown,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",The New York Times,News,https://www.nytimes.com/2017/01/09/learning/whats-going-on-in-this-picture-jan-9-2017.html,387
587369b395d0e03926079ac2,,By JANE E. BRODY,article,Curbing Our Digital Dependence,"['Smartphones', 'Computers and the Internet', 'Social Media', 'Children and Childhood', 'Social Conditions and Trends']",1,Science,5,2017-01-09 10:45:02,Live,Moderation in our digital world should be the hallmark of a healthy relationship with technology.,The New York Times,News,https://www.nytimes.com/2017/01/09/well/live/hooked-on-our-smartphones.html,1104
58736d5a95d0e03926079acd,,By ALEXANDRA S. LEVINE,article,Unknown,['New York City'],1,Metro,0,2017-01-09 11:00:33,Unknown,"Monday: The governor’s annual address, jazz as a form of protest, and gubernatorial trivia.",The New York Times,briefing,https://www.nytimes.com/2017/01/09/nyregion/new-york-today-state-of-the-state.html,1040
58737b5f95d0e03926079ae6,,By PATRICK McGEEHAN,article,New York Reveals Deal to Close a Nuclear Plant,"['Cuomo, Andrew M', 'Nuclear Energy', 'Indian Point Nuclear Power Plant (NY)', 'Entergy Corporation', 'New York State', 'Shutdowns (Institutional)']",1,Metro,18,2017-01-09 12:00:22,Unknown,"The plant, with a capacity corresponding to about a fourth of the power consumed by New York City and Westchester County, will be shut down by April 2021, Gov. Andrew M. Cuomo said.",The New York Times,News,https://www.nytimes.com/2017/01/09/nyregion/cuomo-indian-point-nuclear-plant.html,972
58737b6095d0e03926079ae7,,By AUSTIN FRAKT,article,How Emotion Over Pet Care Helps Explain Human Health Spending,"['Medicine and Health', 'Health Insurance and Managed Care', 'Pets']",1,Upshot,0,2017-01-09 12:00:22,Unknown,“The emotional nature of the treatment decision may be important in explaining high and sometimes heroic end-of-life health care spending.”,The New York Times,News,https://www.nytimes.com/2017/01/09/upshot/how-caring-for-dogs-and-cats-explains-human-health-spending.html,1101
5873808a95d0e03926079af9,,By SHANNON DOYNE,article,Do You Watch Hollywood Awards Ceremonies?,[],1,Learning,0,2017-01-09 12:22:31,Unknown,How interested are you in entertainment industry awards and the ceremonies at which they are given?,The New York Times,News,https://www.nytimes.com/2017/01/09/learning/do-you-watch-hollywood-awards-ceremonies.html,456
5873c72a95d0e03926079bc1,,By BILL PENNINGTON,article,"After Playoff Loss, Giants Hope They’re Only Young Once","['Football', 'New York Giants', 'Beckham, Odell Jr', 'Collins, Landon (1994- )', 'Flowers, Ereck (1994- )', 'Shepard, Sterling (1994- )', 'Playoff Games']",1,Sports,8,2017-01-09 17:23:49,Pro Football,The receivers’ ill-advised boat trip and mental and other errors in Sunday’s game were just signs of the Giants’ inexperience and immaturity.,The New York Times,News,https://www.nytimes.com/2017/01/09/sports/football/giants-green-bay-packers-odell-beckham-nfl-playoffs-2017.html,824
5873cd9695d0e03926079bd6,,By KIRK JOHNSON,article,A Slower Pace for the ‘Galloping Gourmet’,"['Kerr, Graham (1934- )', 'Cooking and Cookbooks', 'Television', 'Chefs']",1,Dining,1,2017-01-09 17:51:15,Unknown,"Graham Kerr, now 82, recalls a life of big leaps, from irreverent indulgence to health zealotry to, finally, moderation.",The New York Times,News,https://www.nytimes.com/2017/01/09/dining/graham-kerr-galloping-gourmet.html,1553
5873ddeb95d0e03926079c04,,By RORY SMITH,article,"Believe It or Not, a FIFA Plan That Could Benefit the Game","['Soccer', 'World Cup (Soccer)', 'International Federation of Association Football (FIFA)', 'Infantino, Gianni']",1,Sports,7,2017-01-09 19:00:54,Soccer,"FIFA will be accused of trying to fix something that isn’t broken, and the details may prove tricky, but every confederation will benefit by expansion in some way.",The New York Times,News,https://www.nytimes.com/2017/01/09/sports/soccer/gianni-infantino-fifa-world-cup.html,1293
5873ecd895d0e03926079c34,,By GLENN THRUSH and MAGGIE HABERMAN,article,Son-in-Law Is Set to Be Key Adviser in Trump Office,"['United States Politics and Government', 'Kushner, Jared', 'Trump, Donald J', 'Appointments and Executive Changes']",1,National,1,2017-01-09 20:04:32,Unknown,"The move cements Mr. Kushner’s role as a powerful and at times decisive influence on Mr. Trump, his father-in-law.",The New York Times,News,https://www.nytimes.com/2017/01/09/us/jared-kushner-senior-adviser-white-house-trump.html,1244
5873fbc695d0e03926079c61,,By FARAH STOCKMAN,article,Women’s March Opens a Raw Dialogue on Race,"[""Women's Rights"", 'Demonstrations, Protests and Riots', 'Race and Ethnicity', 'Trump, Donald J', 'Washington (DC)', 'Women and Girls', 'Blacks', 'Whites', 'United States Politics and Government']",1,National,1,2017-01-09 21:08:13,Unknown,"Conversations surrounding the march on Jan. 21, the day after Donald J. Trump’s inauguration, are alienating some women even as organizers stress unity and inclusion.",The New York Times,News,https://www.nytimes.com/2017/01/09/us/womens-march-on-washington-opens-contentious-dialogues-about-race.html,1564
5874197695d0e03926079caf,,By CHARLES ISHERWOOD,article,What the Soldiers and Sailors May Have Seen,"['Blueprint Specials (Play)', 'Intrepid Sea-Air-Space Museum', 'Osnes, Laura', 'Theater', 'Swenson, Will', 'Under the Radar Festival']",1,Culture,7,2017-01-09 23:14:59,Unknown,This show is a jaunty foray into a little-known footnote in American military history.,The New York Times,Review,https://www.nytimes.com/2017/01/09/theater/blueprint-specials-review.html,835
5874321795d0e03926079ce1,,By SAUL DENNIS,article,"Left Behind at a Bus Stop, but Not for Long","['Buses', 'New York City']",0,Metro,19,2017-01-10 01:00:03,Unknown,A driver makes up for a hasty departure with a quick trip around the block.,The New York Times,Brief,https://www.nytimes.com/2017/01/09/nyregion/metropolitan-diary-left-behind-at-a-bus-stop-though-not-for-long.html,182
58743a8395d0e03926079ced,,By JESSE McKINLEY,article,"Cuomo Raises Profile, Stirring Talk of ’20 Run","['Politics and Government', 'Presidential Election of 2020', 'Cuomo, Andrew M', 'New York State']",1,Metro,1,2017-01-10 01:35:54,Unknown,"Though it’s premature to pick a front-runner for the next presidential race, there is reason to speculate about a possible bid by the governor of New York.",The New York Times,News,https://www.nytimes.com/2017/01/09/nyregion/new-york-governor-andrew-cuomo.html,1282
5874450d95d0e03926079cff,,"By JACK EWING, ADAM GOLDMAN and HIROKO TABUCHI",article,VW Executive’s Trip Let F.B.I. Pounce,"['Fuel Emissions (Transportation)', 'Frauds and Swindling', 'Volkswagen AG', 'Schmidt, Oliver', 'Germany']",1,Business,1,2017-01-10 02:20:54,Unknown,"Federal agents arrested Oliver Schmidt, a top Volkswagen official now charged in the emissions scandal, as he prepared to depart Miami for Germany on Saturday night.",The New York Times,News,https://www.nytimes.com/2017/01/09/business/volkswagen-emissions-scandal-oliver-schmidt.html,1190
58744e3a95d0e03926079d0b,,By DEB AMLEN,article,Disc-Flipper,['Crossword Puzzles'],1,Games,0,2017-01-10 03:00:02,Unknown,David Poole is playing games with us.,The New York Times,News,https://www.nytimes.com/2017/01/09/crosswords/disc-flipper-tolkien-treebeard-american-graffiti.html,846
5874774495d0e03926079d3d,,By SAM BORDEN,article,Clemson Stops Time and Tide,"['Football (College)', 'College Football Playoff National Championship', 'Clemson University', 'University of Alabama', 'Swinney, Dabo (1969- )', 'Watson, Deshaun (1995- )', 'Saban, Nick', 'Renfrow, Hunter (1995- )']",1,Sports,7,2017-01-10 05:55:11,College Football,The No. 2 Tigers scored a touchdown in the final seconds to defeat No. 1 Alabama and avenge a loss in last year’s title game.,The New York Times,News,https://www.nytimes.com/2017/01/10/sports/ncaafootball/clemson-alabama-national-title-deshaun-watson.html,1061
587498c195d0e03926079d73,,By KATHERINE SCHULTEN,article,Dancers in Masks,['Photography'],1,Learning,0,2017-01-10 08:18:02,Unknown,What’s the story behind this photo? Use your imagination to write the opening of a short story or news report inspired by this image.,The New York Times,News,https://www.nytimes.com/2017/01/10/learning/dancers-in-masks.html,57
5874997595d0e03926079d77,,By DAVID BROOKS,article,Bannon  vs. Trump,"['United States International Relations', 'United States Politics and Government', 'Trump, Donald J', 'Bannon, Stephen K', 'Putin, Vladimir V', 'Dugin, Alexander (1962- )', 'Republican Party']",1,OpEd,21,2017-01-10 08:21:03,Unknown,The larger battle is over whether the Republican Party as a whole will become an ethno-populist party.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/bannon-versus-trump.html,822
5874997295d0e03926079d76,,By ROBBY MOOK,article,The D.N.C. Hack Was Just the Start,"['Cyberwarfare and Defense', 'United States Politics and Government', 'Putin, Vladimir V', 'Democratic National Committee', 'Russia']",1,OpEd,21,2017-01-10 08:21:03,Unknown,"Unless we realize how vulnerable our democracy is, we are playing into the hands of foreign aggressors like Vladimir Putin.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/russias-dnc-hack-was-only-the-start.html,857
5874997795d0e03926079d79,,By ANDREW ROSENTHAL,article,Republican Hypocrisy on Trump’s Nominees,"['Trump, Donald J', 'United States Politics and Government', 'Appointments and Executive Changes', 'McConnell, Mitch', 'Senate', 'Office of Government Ethics', 'Ethics and Official Misconduct', 'Democratic Party', 'Republican Party']",1,OpEd,0,2017-01-10 08:21:03,Unknown,Mitch McConnell used to be demanding when it came to presidential nominees. How times have changed.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/republican-hypocrisy-on-trumps-nominees.html,765
5874998895d0e03926079d7c,,By DAVID LEONHARDT,article,The Fight for Health Care Has Begun,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'Republican Party', 'Democratic Party', 'Trump, Donald J']",1,OpEd,21,2017-01-10 08:21:19,Unknown,"Democrats are off to a decent start, but they can do more. So can you.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/the-fight-for-health-care-has-begun.html,803
5874998695d0e03926079d7a,,By THE EDITORIAL BOARD,article,Big Worries About Betsy DeVos,"['Office of Government Ethics', 'DeVos, Elizabeth (1958- )', 'Conflicts of Interest', 'Ethics and Official Misconduct', 'Education Department (NYC)', 'Senate', 'Education (K-12)', 'United States Politics and Government']",1,Editorial,20,2017-01-10 08:21:19,Unknown,"As the Senate races to confirm Mr. Trump’s nominees, wealthy nominees with potential business conflicts have not made adequate financial disclosures.",The New York Times,Editorial,https://www.nytimes.com/2017/01/10/opinion/big-worries-about-betsy-devos.html,547
5874998795d0e03926079d7b,,By RON MILAM,article,Unknown,"['Vietnam War', 'United States Defense and Military Forces']",1,OpEd,0,2017-01-10 08:21:21,Unknown,"For American planners, 1967 was going to be the year that military might turned the tide in Vietnam. The Communists had other ideas.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/1967-the-era-of-big-battles-in-vietnam.html,1362
5874a37795d0e03926079da4,"Although easier access to digital equipment led to a surge of local photographers in Africa, it has yet to result in more opportunities for aspiring photojournalists.",By WHITNEY RICHARDSON,blogpost,Unknown,"['Akinleye, Akintunde', 'Esiebo, Andrew', 'Muheisen, Muhammed', 'Nwagbogu, Azu', 'Addis Ababa (Ethiopia)', 'Ethiopia', 'Instagram Inc', 'National Geographic', 'World Press Photo Foundation', 'Awards, Decorations and Honors', 'Contests and Prizes', 'Photography']",1,Unknown,0,2017-01-10 09:03:44,Unknown,"Although easier access to digital equipment led to a surge of local photographers in Africa, it has yet to result in more opportunities for aspiring photojournalists.",The New York Times,Blog,https://lens.blogs.nytimes.com/2017/01/10/who-is-telling-africas-stories/,1974
5874a9a195d0e03926079dad,,By CAROLINE CROSSON GILPIN,article,Questions for: ‘A Month Without Sugar’,"['Sugar', 'Diet and Nutrition']",1,Learning,0,2017-01-10 09:30:02,Unknown,What happens when a Times reporter attempts to eliminate added sugar for a month?,The New York Times,News,https://www.nytimes.com/2017/01/10/learning/questions-for-a-month-without-sugar.html,374
5874acac95d0e03926079db3,,By ANDREW KEH,article,FIFA to Expand the World Cup and Its Coffers,"['World Cup 2026 (Soccer)', 'International Federation of Association Football (FIFA)', 'Infantino, Gianni', 'Soccer']",1,Sports,8,2017-01-10 09:43:01,Soccer,"The move, pushed by the group’s president as a chance to increase fan engagement, is expected to bring an additional $1 billion every four years.",The New York Times,News,https://www.nytimes.com/2017/01/10/sports/fifa-world-cup.html,1107
5874b0a795d0e03926079dbc,,By JOHN LANCHESTER,article,Should We Trash Cash?,"['Counterfeit Money and Financial Instruments', 'Tax Evasion', 'Modi, Narendra', 'India']",1,Magazine,18,2017-01-10 10:00:03,Unknown,"Economists lament the ways that physical currency enables tax avoidance and crime. But for most people, cash offers an increasingly rare form of freedom.",The New York Times,News,https://www.nytimes.com/2017/01/10/magazine/should-we-trash-cash.html,1355
5874b0a895d0e03926079dbd,,By CAROLINE CROSSON GILPIN,article,What Will You Remember About President Obama and His Legacy?,[],1,Learning,0,2017-01-10 10:00:03,Unknown,"How will you remember Barack Obama, as both a man and a leader?",The New York Times,News,https://www.nytimes.com/2017/01/10/learning/what-will-you-remember-about-president-obama-and-his-legacy.html,545
5874b0a795d0e03926079dbb,,By GREG HOWARD,article,Cover Story,"['Discrimination', 'Blacks', 'Carson, Benjamin S', 'Trump, Donald J', 'United States Politics and Government', 'Housing and Urban Development Department', 'Appointments and Executive Changes']",1,Magazine,15,2017-01-10 10:00:04,Unknown,Cultivating real diversity can be hard. America’s institutions often turn to an easier tactic: faking it.,The New York Times,News,https://www.nytimes.com/2017/01/10/magazine/i-know-how-it-feels-to-be-someones-token-im-sure-ben-carson-does-too.html,1592
5874b0bd95d0e03926079dc1,,By PATRICK SYMMES,article,The List,"['Philippines', 'Duterte, Rodrigo', 'Corruption (Institutional)', 'Vigilantes', 'Drug Abuse and Traffic', 'Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Human Rights Watch']",1,Magazine,48,2017-01-10 10:00:24,Unknown,"He has the names of more than a million supposed drug dealers and corrupt officials in the Philippines. In this violent new drug war, who is determining who dies?",The New York Times,News,https://www.nytimes.com/2017/01/10/magazine/president-dutertes-list.html,4196
5874b0c295d0e03926079dc3,,"By MATT APUZZO, ERIC LICHTBLAU and EMMARIE HUETTEMAN",article,Unknown,"['Sessions, Jefferson B III', 'Mandatory Sentencing', 'Attorneys General', 'Senate']",1,National,0,2017-01-10 10:00:24,Politics,Mr. Sessions offered assurances that he would be an independent attorney general and a check on President-elect Donald J. Trump.,The New York Times,News,https://www.nytimes.com/2017/01/10/us/politics/trump-confirmation-hearings.html,1680
5874bf5c95d0e03926079de3,,By ALEXANDRA S. LEVINE,article,New York Today: What’s Next for the Rockefeller Center Christmas Tree?,['New York City'],1,Metro,0,2017-01-10 11:02:42,Unknown,"Tuesday: A new home for the famous conifer, a lecture for dog enthusiasts, and Wi-Fi on the subway.",The New York Times,briefing,https://www.nytimes.com/2017/01/10/nyregion/new-york-today-rockefeller-center-christmas-tree-habitat-for-humanity.html,981
5874cf3495d0e03926079e01,,By ROGER COHEN,article,It’s Streep  vs. Trump  for America,"['Streep, Meryl', 'Trump, Donald J', 'United States Politics and Government', 'Liberalism (US Politics)']",1,OpEd,1,2017-01-10 12:10:18,Unknown,"Americans have been duped by a showman. But to unseat him, liberals must reckon with how they lost sight of their country.",The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/streep-vs-trump-for-america.html,830
5874d7a295d0e03926079e1a,,By KATHERINE SCHULTEN,article,"Weekly News Quiz | Jan. 1-9, 2017",[],1,Learning,0,2017-01-10 12:46:19,Unknown,Have you been following the news? Take our quiz to see what you know and to learn more.,The New York Times,News,https://www.nytimes.com/2017/01/10/learning/weekly-news-quiz-jan-1-9-2016.html,137
5874e8d595d0e03926079e45,,By MARC TRACY,article,"Title Is a Surprise, but Not to Clemson","['College Football Playoff National Championship', 'Clemson University', 'University of Alabama', 'Swinney, Dabo (1969- )', 'Saban, Nick', 'Football (College)', 'Streeter, Brandon']",1,Sports,8,2017-01-10 13:59:43,College Football,"After beating Alabama, 35-31, on Monday night, the Tigers are national champions for the first time in 35 years. “It was just a matter of time,” the quarterbacks coach Brandon Streeter said.",The New York Times,News,https://www.nytimes.com/2017/01/10/sports/clemson-tigers-football.html,1120
5874ef0295d0e03926079e53,Because the logic of the issue won’t allow it.,By PAUL KRUGMAN,blogpost,Unknown,[],1,OpEd,0,2017-01-10 14:26:00,Unknown,Because the logic of the issue won’t allow it.,The New York Times,Blog,https://krugman.blogs.nytimes.com/2017/01/10/there-will-be-no-obamacare-replacement/,477
5874f3c695d0e03926079e6f,,By EDUARDO PORTER,article,Prisons for Profit May Cost Society,"['Prisons and Prisoners', 'Privatization', 'United States Politics and Government', 'Economics (Theory and Philosophy)', 'Trump, Donald J', 'Corrections Corporation of America']",1,Business,1,2017-01-10 14:46:23,Economy,"Privatization is being portrayed as a surefire way to deliver better services for less public money, but a body of economics suggests this belief is false.",The New York Times,News,https://www.nytimes.com/2017/01/10/business/economy/privatization-trump.html,1090
5875065195d0e03926079eaa,,By LIZ SPAYD,article,"Not ‘She Said, He Said.’ Mockery, Plain and Simple.","['Golden Globes (Awards)', 'News and News Media', 'New York Times', 'Trump, Donald J', 'Streep, Meryl', 'Myrtle Beach (SC)', 'United States']",1,Editorial,0,2017-01-10 16:05:32,Unknown,Meryl Streep called Donald Trump out for making fun of a disabled reporter. Times coverage of her speech seemed to let him off the hook.,The New York Times,Editorial,https://www.nytimes.com/2017/01/10/public-editor/trump-streep-golden-globes.html,828
587516f795d0e03926079ee4,,By EMILY STEEL and MICHAEL S. SCHMIDT,article,Fox News Paid O’Reilly Accuser to Keep Quiet,"['Sexual Harassment', 'Fox News Channel', ""O'Reilly, Bill"", 'Huddy, Juliet']",1,Business,1,2017-01-10 17:16:33,Media,"When Juliet Huddy rebuffed advances by Mr. O’Reilly, he tried to derail her career, according to a draft of a letter from her lawyers obtained by The New York Times.",The New York Times,News,https://www.nytimes.com/2017/01/10/business/media/bill-oreilly-sexual-harassment-fox-news-juliet-huddy.html,1682
5875249a95d0e03926079f1e,,By HARVEY ARATON,article,Leadership From Top? Not Here,"['Rose, Derrick', 'New York Knicks', 'Anthony, Carmelo', 'Basketball', 'Dolan, James L', 'Jackson, Phil (1945- )']",1,Sports,8,2017-01-10 18:14:44,Pro Basketball,Behavior like Rose’s mysterious absence on Monday tends to spring up in organizations when the negligence comes from the top down.,The New York Times,News,https://www.nytimes.com/2017/01/10/sports/basketball/derrick-rose-knicks-harvey-araton.html,1019
58752e4f95d0e03926079f42,,By JULIA MOSKIN,article,Rye Rises Again,"['Bread', 'Bakeries and Baked Products', 'Grain', 'Great Northern Food Hall (Manhattan, NY, Restaurant)', 'Meyer, Claus', ""Orwasher's Bakery""]",1,Dining,1,2017-01-10 18:56:08,Unknown,"Chefs and bakers are embracing the bumpy, nutty and fragrant breads of northern Europe.",The New York Times,News,https://www.nytimes.com/2017/01/10/dining/rye-grain-bread.html,1541
5875344395d0e03926079f56,"We are thrilled to announce that we have begun to enable HTTPS on NYTimes.com, an effort that helps protect the privacy of our readers and ensures the authenticity of our content.",By EITAN KONIGSBURG and VINESSA WAN,blogpost,Unknown,"['Computer Security', 'Computers and the Internet', 'Freedom of the Press']",0,Unknown,0,2017-01-10 19:21:35,Unknown,"We are thrilled to announce that we have begun to enable HTTPS on NYTimes.com, an effort that helps protect the privacy of our readers and ensures the authenticity of our content.",The New York Times,Blog,https://open.blogs.nytimes.com/2017/01/10/https-on-nytimes-com/,457
5875464995d0e03926079f9d,,By PETE WELLS,article,Flavor With an Artistic Bent,"['Met Breuer', 'Flora Coffee and Bar (Manhattan, NY, Restaurant)', 'Mattos, Ignacio', 'Carter, Thomas (1975- )', 'Restaurants', 'Madison Avenue (Manhattan, NY)']",1,Dining,7,2017-01-10 20:38:23,Unknown,"In discs and cubes, the team behind Estela constructs dishes as intriguing (and satisfying) as the art on display.",The New York Times,Review,https://www.nytimes.com/2017/01/10/dining/flora-bar-review.html,1160
58756d8a95d0e0392607a01e,,By HAROLD POLLACK and TIMOTHY S. JOST,article,Seven Questions About Repealing Obamacare,"['Health Insurance and Managed Care', 'United States Politics and Government', 'Patient Protection and Affordable Care Act (2010)', 'House of Representatives', 'Republican Party', 'Trump, Donald J']",1,OpEd,23,2017-01-10 23:25:54,Unknown,Vague promises are not enough when we are considering enormous changes in our $3 trillion medical economy.,The New York Times,Op-Ed,https://www.nytimes.com/2017/01/10/opinion/seven-questions-about-health-reform.html,879
58756ec295d0e0392607a025,,By NICHOLAS BAKALAR,article,Pregnancy: Heartburn Drugs and Asthma,"['Asthma', 'Heartburn', 'Babies and Infants', 'Pregnancy and Childbirth', 'Drugs (Pharmaceuticals)']",1,Science,6,2017-01-10 23:31:10,Live,"Taking drugs like Pepcid, Tagamet, Prilosec and Nexium during pregnancy may increase the risk of asthma in offspring.",The New York Times,News,https://www.nytimes.com/2017/01/10/well/live/heartburn-drugs-in-pregnancy-tied-to-asthma-in-babies.html,210
5875745e95d0e0392607a030,,By CHARLES ISHERWOOD,article,Gifts From Dad,"['Theater', 'Deblinger, David', 'Lucky Penny (Play)', 'Clurman, Harold, Theater']",1,Culture,8,2017-01-10 23:55:03,Unknown,"In this autobiographical show, written by and starring David Deblinger, the actor explores his filial relationship and plays a cast of characters.",The New York Times,Review,https://www.nytimes.com/2017/01/10/theater/review-lucky-penny.html,552
587575d295d0e0392607a033,,"By SCOTT SHANE, ADAM GOLDMAN and MATTHEW ROSENBERG",article,Trump Was Told of Claims Russia Has Damaging Details on Him,"['Trump, Donald J', 'Espionage and Intelligence Services', 'United States Politics and Government', 'Russia']",1,National,1,2017-01-11 00:01:17,Politics,The material was considered so potentially explosive that the intelligence agencies decided that the president and the president-elect needed to be told and that the agencies were actively investigating it.,The New York Times,News,https://www.nytimes.com/2017/01/10/us/politics/donald-trump-russia-intelligence.html,1254
5875839d95d0e0392607a04f,,By SUNNY RAITHATHA,article,That’s What You Get for Putting Your Sneakers in the Dryer,"['Sneakers', 'Laundry and Laundromats', 'New York City']",0,Metro,19,2017-01-11 01:00:02,Unknown,Watching what happens after a man commits a laundromat faux pas.,The New York Times,Brief,https://www.nytimes.com/2017/01/10/nyregion/metropolitan-diary-hey-man-your-kicks-a-basic-laundromat-rule-is-broken.html,178
58758ed795d0e0392607a063,,By TYLER KEPNER,article,Pillar of Yankees Seems an Afterthought for the Hall,"['Baseball', 'Halls of Fame', 'Posada, Jorge']",1,Sports,9,2017-01-11 01:47:58,Baseball,"Based on ballots made public, Posada, the stalwart catcher of four Yankees title teams, has not received the level of support he’ll need to stay in consideration for enshrinement.",The New York Times,News,https://www.nytimes.com/2017/01/10/sports/baseball/jorge-posada-in-danger-of-falling-off-future-hall-of-fame-ballots.html,1246
58759fc695d0e0392607a07e,,By DEB AMLEN,article,Not in a Knot,['Crossword Puzzles'],1,Games,0,2017-01-11 03:00:14,Unknown,Peter A. Collins goes serpentine.,The New York Times,News,https://www.nytimes.com/2017/01/10/crosswords/not-in-a-knot.html,678
5875d87295d0e0392607a0df,,By KATHERINE SCHULTEN,article,Offbeat Interests,[],1,Learning,0,2017-01-11 07:02:02,Unknown,"What offbeat or unique interests do you have now, or did you have as a child?",The New York Times,News,https://www.nytimes.com/2017/01/11/learning/offbeat-interests.html,129
58761fd295d0e0392607a19f,Should it be a company's responsibility to make social media and other distracting phone apps unworkable when they are used in a moving car?,By UNKNOWN,blogpost,Unknown,['News'],0,Unknown,0,2017-01-11 08:20:00,Room For Debate,Should it be a company's responsibility to make social media and other distracting phone apps unworkable when they are used in a moving car?,The New York Times,Blog,https://www.nytimes.com/roomfordebate/2017/01/11/apples-corporate-responsibility-for-distracted-driving,861
