articleID,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL,articleWordCount
5a79db5e10f40f00018bf9fa,By UNKNOWN,article,The Dating Blues? #MeToo,"['Dating and Relationships', '#MeToo Movement']",65,OpEd,0,2018-02-05 21:05:13,Unknown,All I want is a man who hasn’t committed a crime.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/05/opinion/dating-metoo.html,412
5a79db7010f40f00018bf9fd,By KELLY VIRELLA,article,A Masthead Milestone for The Times,"['Drake, Monica', 'New York Times', 'Blacks', 'Women and Girls', 'Appointments and Executive Changes', 'News and News Media', 'Newspapers']",68,Insider,2,2018-02-05 21:11:36,Unknown,"When Monica Drake started here in 1998, she was told, “We don’t hire interns.” Not only was she hired, she made history.",The New York Times,News,https://www.nytimes.com/2018/02/05/insider/who-is-monica-drake.html,1634
5a79dbb410f40f00018bfa18,By NATHANIEL POPPER,article,Plunge in Value Makes the Frauds and Flaws in Virtual Currencies Harder to Ignore,"['Virtual Currency', 'Bitcoin (Currency)', 'Regulation and Deregulation of Industry', 'Ponzi and Pyramid Schemes', 'Bitfinex', 'Coinbase Inc', 'Commodity Futures Trading Commission', 'Securities and Exchange Commission', 'Frauds and Swindling']",68,Business,1,2018-02-05 21:42:10,Unknown,Hackers draining online exchanges. Ponzi schemes. Regulators unable to keep up with heightened interest in virtual currencies. A young industry’s problems have become clearer in recent weeks.,The New York Times,News,https://www.nytimes.com/2018/02/05/technology/virtual-currency-regulation.html,1257
5a79dbb310f40f00018bfa17,By GUY TREBAY,article,Unknown,"[""Men's Fashion Week"", 'Krammer & Stoudt LLC']",68,Styles,0,2018-02-05 21:46:16,Unknown,The award-winning indie label Krammer & Stoudt reaches beyond gender to cast its models.,The New York Times,News,https://www.nytimes.com/2018/02/05/fashion/new-york-mens-fashion-week-krammer-stoudt.html,646
5a79dbc310f40f00018bfa1d,By NEIL IRWIN,article,Why the Plunge Isn’t as Scary as It Seems,"['Stocks and Bonds', 'United States Economy', 'Dow Jones Stock Average', ""Standard & Poor's 500-Stock Index""]",68,Upshot,14,2018-02-05 22:10:15,Unknown,It can be easy to be misled by big point swings after a long period of quiet in global markets.,The New York Times,News,https://www.nytimes.com/2018/02/05/upshot/context-matters-the-stock-market-drop-is-less-scary-than-it-seems.html,845
5a79dbf910f40f00018bfa2f,By STANLEY REED,article,From Black Gold to Golden Rays,"['Solar Energy', 'Alternative and Renewable Energy', 'Saudi Arabia', 'Wind Power', 'Oil (Petroleum) and Gasoline', 'Energy and Power', 'Electric Light and Power', 'Saudi Aramco', 'Mohammed bin Salman (1985- )', 'ACWA Power']",68,Business,1,2018-02-05 22:22:09,Energy & Environment ,"Riyadh plans to build a $300 million solar farm that would generate enough electricity to power around 40,000 homes, an example Saudi leaders hope will have positive consequences.",The New York Times,News,https://www.nytimes.com/2018/02/05/business/energy-environment/saudi-arabia-solar-renewables.html,1231
5a79dbf710f40f00018bfa2d,By PAUL KRUGMAN,article,Are We Seeing Trumphoria Hit a Wall?,"['United States Economy', 'Stocks and Bonds', 'Trump, Donald J', 'Labor and Jobs', 'Wages and Salaries', 'Productivity']",68,OpEd,21,2018-02-05 22:37:25,Unknown,"The market isn’t the economy; still, it looks as if reality is breaking in.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/05/opinion/stock-market-trump.html,874
5a79dc5b10f40f00018bfa50,By BRIAN M. ROSENTHAL,article,"Bloated Construction Costs at M.T.A.  Risk Strangling Growth, Report Finds","['Metropolitan Transportation Authority', 'Regional Plan Assn', 'Cuomo, Andrew M', 'Labor and Jobs', 'Politics and Government', 'Subways', 'Transit Systems', 'Congestion Pricing', 'New York City']",68,Metro,18,2018-02-05 22:49:03,Unknown,"The Regional Plan Association called for a new approach to big projects like East Side Access, emphasizing efficiency and ending rules that require superfluous workers.",The New York Times,News,https://www.nytimes.com/2018/02/05/nyregion/mta-construction-costs-threaten-to-strangle-growth-report-warns.html,796
5a79dc4810f40f00018bfa4c,By DAVE PHILIPPS,article,Lawyer in Terror Trial Is Seen as Unfit. He Agrees.,"['Terrorism', 'Cole (USS)', 'Piette, Alaric', 'Nashiri, Abd al-Rahim al-', 'United States Defense and Military Forces', 'Guantanamo Bay Naval Base (Cuba)', 'Legal Profession', 'Military Tribunals']",68,National,1,2018-02-05 22:51:44,Unknown,"Lt. Alaric Piette knows he is unfit to be Abd al-Rahim al-Nashiri’s only lawyer. But leaving his client with no one, he says, would be worse.",The New York Times,News,https://www.nytimes.com/2018/02/05/us/guantanamo-lawyer-piette.html,1785
5a79dc3710f40f00018bfa48,By CARL ZIMMER,article,Be Fruitful and Multiply. So a Mutant Crayfish Did.,"['Crayfish', 'Cloning', 'Reproduction (Biological)', 'DNA (Deoxyribonucleic Acid)', 'Biology and Biochemistry', 'Nature Ecology and Evolution (Journal)', 'Lyko, Frank']",66,Science,3,2018-02-05 23:04:08,Unknown,"Every marbled crayfish is a female clone. The population is exploding in Europe, but the species seems to have originated in the American Southeast.",The New York Times,News,https://www.nytimes.com/2018/02/05/science/mutant-crayfish-clones-europe.html,1243
5a79dcf810f40f00018bfa73,By DAVID BROOKS,article,How Nations Recover,"['Politics and Government', 'Cannadine, David', 'Peel, Robert (1788-1850)', 'Legislatures and Parliaments']",68,OpEd,21,2018-02-06 00:49:00,Unknown,Britain’s revival between 1820 and 1848 has some humbling lessons for us today.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/05/opinion/how-nations-recover.html,848
5a79dd1f10f40f00018bfa84,By MICHAEL S. SCHMIDT and MAGGIE HABERMAN,article,Lawyers Tell Trump to Refuse Mueller Interview,"['Trump, Donald J', 'United States Politics and Government', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'Mueller, Robert S III', 'Cobb, Ty', 'Dowd, John M', 'Kasowitz, Marc E', 'Sekulow, Jay Alan']",68,Washington,1,2018-02-06 00:59:38,Politics,"The lawyers believe the special counsel lacks standing in some matters, but a refusal would run counter to the president’s statements and raise the specter of a court battle.",The New York Times,News,https://www.nytimes.com/2018/02/05/us/politics/trump-lawyers-special-counsel-interview.html,1181
5a79dd4b10f40f00018bfa93,By MICHELLE GOLDBERG,article,"Go Ahead, Criticize #MeToo","['#MeToo Movement', 'Sexual Harassment', 'Social Media', 'Women and Girls', ""Women's Rights""]",68,OpEd,20,2018-02-06 01:20:56,Unknown,It doesn’t take bravery to join the backlash.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/05/opinion/go-ahead-criticize-metoo.html,874
5a79dd9a10f40f00018bfaa6,By BEN BRANTLEY,article,"Hey, It Was a Living","['Theater', 'Atlantic Theater Co', 'Royal Court Theater', 'Dunster, Matthew (1970- )', 'McDonagh, Martin', 'Hangmen (Play)', 'Flynn, Johnny (1983- )', 'Addy, Mark (1964- )']",66,Culture,1,2018-02-06 02:45:23,Unknown,This London import shows the director and writer of “Three Billboards” still utterly at home in the (dark) shadows of the stage.,The New York Times,Review,https://www.nytimes.com/2018/02/05/theater/review-hangmen-martin-mcdonagh-atlantic-theater-company.html,1142
5a79dd9d10f40f00018bfaaa,By SEAN T. COLLINS,article,"‘The Alienist’ Season 1, Episode 3: There’s No Later","['Television', 'The Alienist (TV Program)']",66,Culture,0,2018-02-06 03:00:01,Television,This episode added some much-needed levity to a show otherwise loaded with horror and squalor. Not that it lacked for those things.,The New York Times,Review,https://www.nytimes.com/2018/02/05/arts/television/the-alienist-recap-silver-smile.html,1053
5a79ddd710f40f00018bfac1,By DEB AMLEN,article,Tricky,['Crossword Puzzles'],68,Games,0,2018-02-06 03:00:01,Unknown,Bruce Haight pulls one over on us.,The New York Times,News,https://www.nytimes.com/2018/02/05/crosswords/daily-puzzle-2018-02-06.html,570
5a79ddbe10f40f00018bfab6,By ELLEN DIAMOND,article,Back-Seat Singer,"['Music', 'Omega Institute', 'New York City', 'Haiti', 'Nigeria']",0,Metro,21,2018-02-06 03:30:43,Unknown,"“If you get off the phone,” I said, “I’ll sing you an old Creole song.”",The New York Times,News,https://www.nytimes.com/2018/02/05/nyregion/metropolitan-diary-backseat-singer.html,175
5a79de0410f40f00018bfad0,By THOMAS KAPLAN,article,Government Shutdown  Looms Large as House Pushes Stopgap Measure,"['United States Politics and Government', 'House of Representatives', 'Senate', 'Federal Budget (US)', 'Law and Legislation', 'Shutdowns (Institutional)', 'Immigration and Emigration', 'Dream Act (Development, Relief and Education for Minors Act)']",67,Washington,13,2018-02-06 03:44:08,Politics,"With funding set to expire Thursday, House Republicans were moving ahead with a temporary spending measure, but it did not appear to have the support to pass the Senate.",The New York Times,News,https://www.nytimes.com/2018/02/05/us/politics/house-stopgap-bill-government-shutdown-looms.html,1016
5a79de4210f40f00018bfae2,By KATRIN BENNHOLD,article,Germany’s Far-Right Party Sees Labor Unions as a Path to Gains,"['Alternative for Germany', 'Germany', 'Politics and Government', 'Elections', 'Immigration and Emigration', 'North Rhine-Westphalia (Germany)', 'Labor and Jobs', 'Mines and Mining', 'Legislatures and Parliaments', 'Factories and Manufacturing', 'Social Democratic Party (Germany)', 'Bottrop (Germany)', 'Organized Labor']",68,Foreign,9,2018-02-06 04:45:23,Europe,"Alternative for Germany, the first nationalist party to enter Parliament since World War II, is targeting working-class voters and labor unions that have supported the left for decades.",The New York Times,News,https://www.nytimes.com/2018/02/05/world/europe/afd-unions-social-democrats.html,1431
5a79dec810f40f00018bfb04,By MATT PHILLIPS,article,Unknown,"['Stocks and Bonds', 'International Trade and World Market', 'Economic Conditions and Trends', 'United States Economy']",61,Business,0,2018-02-06 05:55:25,DealBook,"A day after markets fell more than 4 percent, Wall Street enjoyed a positive Tuesday as gains in consumer stocks helped stop a global sell-off.",The New York Times,News,https://www.nytimes.com/2018/02/06/business/dealbook/stock-market.html,617
5a79df1610f40f00018bfb1e,By NATALIE PROULX,article,Tiaras and Gowns,"['New York Times', 'Photography', 'Reading and Writing Skills (Education)', 'Education (K-12)']",68,Learning,0,2018-02-06 06:03:00,Unknown,What story could this image tell?,The New York Times,News,https://www.nytimes.com/2018/02/06/learning/tiaras-and-gowns.html,57
5a79df6810f40f00018bfb4a,By CAROLINE CROSSON GILPIN,article,"Teaching Activities for: ‘Sedate a Plant, and It Seems to Lose Consciousness. Is It Conscious?’",[],68,Learning,0,2018-02-06 07:32:00,Unknown,How might the findings be applied to human research and medical science?,The New York Times,News,https://www.nytimes.com/2018/02/06/learning/teaching-activities-for-sedate-a-plant-and-it-seems-to-lose-consciousness-is-it-conscious.html,252
5a79df6a10f40f00018bfb4b,By JAMES GORMAN,article,How the Snake Pours Its Way Across the Ground,"['Snakes', 'Journal of Experimental Biology', 'University of Cincinnati', 'Dickinson, Emily', 'Kipling, Rudyard', 'Newman, Steven J', 'Jayne, Bruce', 'Lissmann, Hans']",68,Science,3,2018-02-06 08:00:12,Unknown,Laboratory tests of a 70-year-old hypothesis illuminate the details of a subtle form of snake locomotion.,The New York Times,News,https://www.nytimes.com/2018/02/06/science/snake-locomotion.html,609
5a79df8410f40f00018bfb53,By ANDREW BORYGA,article,Seeking Humanity in a Prison Passion Play,"['Prisons and Prisoners', 'Photography', 'Louisiana', 'Aperture (Magazine)']",66,Photo,0,2018-02-06 09:00:12,Unknown,"“Prison Nation,” the latest issue of Aperture magazine, features work from more than a dozen photographers and writers.",The New York Times,News,https://www.nytimes.com/2018/02/06/lens/seeking-humanity-in-a-prison-passion-play.html,784
5a79df8e10f40f00018bfb5b,By NATALIE PROULX,article,What Have You Learned From Movies?,[],68,Learning,0,2018-02-06 09:02:00,Unknown,"What can films teach us about life, ourselves, others’ experiences, history and more?",The New York Times,News,https://www.nytimes.com/2018/02/06/learning/what-have-you-learned-from-movies.html,879
5a79e08010f40f00018bfbc9,By NICOLE LAMY,article,Unknown,['Books and Literature'],66,BookReview,0,2018-02-06 10:00:02,Book Review,Verses that will forge bonds between you and your little ones through the power of language.,The New York Times,News,https://www.nytimes.com/2018/02/06/books/review/match-book-poems-young-readers.html,807
5a79dfe010f40f00018bfb89,By BEN AUSTEN,article,After the Towers,"['Public and Subsidized Housing', 'Chicago (Ill)', 'Housing and Urban Development Department', 'Demolition', 'Buildings (Structures)']",66,Magazine,36,2018-02-06 10:00:05,Unknown,Former residents of Chicago’s Cabrini-Green were thrown into a system that increasingly leaves the poor to fend for themselves.,The New York Times,News,https://www.nytimes.com/2018/02/06/magazine/the-towers-came-down-and-with-them-the-promise-of-public-housing.html,5539
5a79dff710f40f00018bfb91,By JOHN HERRMAN,article,Unknown,"['iPad', 'Computers and the Internet', 'Apple Inc']",66,Magazine,14,2018-02-06 10:00:17,Unknown,"Nothing reveals the curious disposability of consumer technology more than this feeble, aging device.",The New York Times,News,https://www.nytimes.com/2018/02/06/magazine/what-i-learned-from-watching-my-ipads-slow-death.html,1378
5a79e04f10f40f00018bfbb1,By KWAME ANTHONY APPIAH,article,Should I Tell on My Cheating Friends?,"['Tests and Examinations', 'Education (K-12)', 'Ethics (Personal)', 'Concussions', 'Lying']",65,Magazine,18,2018-02-06 10:00:21,Unknown,The magazine’s Ethicist columnist on what to do when your friends at school cheat on a test and more.,The New York Times,News,https://www.nytimes.com/2018/02/06/magazine/should-i-tell-on-my-cheating-classmates.html,1363
5a79dfe910f40f00018bfb8c,By WESLEY MORRIS,article,Blood Sport,"['Cleveland Indians', 'Native Americans', 'HQ Trivia (Intermedia Labs)', 'Wayne, John', 'Central Park Jogger Case (1989)']",66,Magazine,9,2018-02-06 10:00:21,Unknown,"Even in its new incarnation as a boast, it can’t shed its dehumanizing past.",The New York Times,News,https://www.nytimes.com/2018/02/06/magazine/the-cost-of-being-savage-in-a-supposedly-civilized-world.html,1480
5a79e06110f40f00018bfbbe,By KENNETH CHANG,article,Launch Tells SpaceX It Can Reach for the Stars,"['Space Exploration Technologies Corp', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight', 'Musk, Elon']",68,Science,1,2018-02-06 10:00:21,Unknown,Elon Musk disrupted the business of sending rockets into space and has now achieved a milestone in spaceflight by launching the most powerful rocket currently operating in the world.,The New York Times,News,https://www.nytimes.com/2018/02/06/science/falcon-heavy-spacex-launch.html,1347
5a79dfed10f40f00018bfb8f,By MICHELLE HIGGINS,article,A Bedroom That Grows Up Along With a Child,"['Interior Design and Furnishings', 'Children and Childhood', 'Design', 'Real Estate and Housing (Residential)']",66,RealEstate,6,2018-02-06 10:00:23,Unknown,"To create a room that will evolve over time, start with neutral colors and flexible furniture — then add color and whimsy.",The New York Times,News,https://www.nytimes.com/2018/02/06/realestate/decorating-bedroom-child-wont-outgrow.html,1035
5a79e05510f40f00018bfbb7,By JULIÁN AGUILAR,article,"Music, and Patriotism, Ring Through These Hills","['Travel and Vacations', 'Ciudad Juarez (Mexico)', 'El Paso (Tex)', 'Texas', 'Mexico']",68,Travel,6,2018-02-06 10:00:32,Unknown,"In Ciudad Juárez and El Paso, military history — Mexican and American — is a presence. There’s fun to be had in the Franklin Mountains, and music is everywhere.",The New York Times,News,https://www.nytimes.com/2018/02/06/travel/juarez-el-paso-border.html,1754
5a79e07210f40f00018bfbc6,By SARAH KHAN,article,Through a Turnstile to a Taco Lover’s Paradise,"['Travel and Vacations', 'Tijuana (Mexico)', 'San Diego (Calif)']",68,Travel,10,2018-02-06 10:00:43,Unknown,"Tijuana, steps away from San Diego, is full of flavor: birria tacos, Caesar’s famous salads and creative Baja cuisine.",The New York Times,News,https://www.nytimes.com/2018/02/06/travel/tijuana-mexico-border.html,2160
5a79e01b10f40f00018bfb9f,By GIOVANNI RUSSONELLO,article,Stephen Colbert Calls Philadelphia’s Victory Riot an ‘Inferno of Joy’,"['Colbert, Stephen', 'Meyers, Seth', 'Noah, Trevor (1984- )', 'Super Bowl', 'Trump, Donald J', 'Corden, James (1978- )', 'Simpson, O J', 'Late Night with Seth Meyers (TV Program)', 'Late Show with Stephen Colbert (TV Program)']",64,Culture,0,2018-02-06 10:25:40,Television,The rioting after the Eagles’ Super Bowl win produced a wealth of entertaining footage. Late-night hosts offered samples.,The New York Times,News,https://www.nytimes.com/2018/02/06/arts/television/colbert-super-bowl-philadelphia-celebration.html,524
5a79e03910f40f00018bfba5,By JOSEPH ZENGERLE,article,What I Saw During the Tet Offensive,"['Vietnam War', 'Defense and Military Forces', 'Westmoreland, William C', 'Vietnam']",66,OpEd,0,2018-02-06 10:45:11,Unknown,"As General Westmoreland’s special assistant, I had a close-up view on the Vietcong’s assault on Saigon.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/06/opinion/vietnam-tet-offensive.html,1792
5a79e09c10f40f00018bfbd4,By GAIL COLLINS and BRET STEPHENS,article,On What Planet Is the F.B.I. Anti-Republican?,"['Federal Budget (US)', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Taxation', 'Federal Bureau of Investigation', 'Bannon, Stephen K', 'Gorka, Sebastian', 'Trump, Donald J', 'Wray, Christopher A']",68,OpEd,0,2018-02-06 10:45:13,Unknown,Politics makes for strange bedfellows. But this is getting weirder and weirder.,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/06/opinion/fbi-antirepublican.html,1510
5a79e06110f40f00018bfbbd,By DEVORAH BLACHOR,article,How I Solved the Gender Labor Imbalance,"['Women and Girls', 'Marriages', 'Gender', 'Families and Family Life']",68,Well,0,2018-02-06 11:00:01,Family,All I had to do was move to a country where my husband speaks the language better than I do.,The New York Times,News,https://www.nytimes.com/2018/02/06/well/family/how-i-solved-the-gender-labor-imbalance.html,985
5a79e08410f40f00018bfbcb,By JONATHAN WOLFE,article,Unknown,['New York City'],68,Metro,0,2018-02-06 11:00:14,Unknown,"Tuesday: The language of corruption, National Frozen Yogurt Day, and a search for lovers of opposing political views.",The New York Times,briefing,https://www.nytimes.com/2018/02/06/nyregion/new-york-today-hold-the-ziti.html,956
5a79e0b410f40f00018bfbe1,"By BARRON H. LERNER, M.D",article,The Death of the Doctor’s Dog,"['Dogs', 'Death and Dying', 'Euthanasia and Assisted Suicide', 'Doctors']",66,Well,0,2018-02-06 11:02:01,Live,"In contrast to veterinary practice, the medical profession has long forbidden the notion of speeding death.",The New York Times,News,https://www.nytimes.com/2018/02/06/well/live/death-dying-doctors-dog-euthanasia.html,912
5a79e0b710f40f00018bfbe3,By MICHAEL BARBARO,article,Unknown,"['Foreign Intelligence Surveillance Act (FISA)', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Surveillance of Citizens by Government', 'Espionage and Intelligence Services', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Civil Rights and Liberties', 'Trump, Donald J', 'Page, Carter', 'Republican Party']",68,Podcasts,0,2018-02-06 11:09:46,The Daily,The Republican push to release a classified memo has brought new attention to the effort to balance national security concerns and civil liberties.,The New York Times,briefing,https://www.nytimes.com/2018/02/06/podcasts/the-daily/fisa-wiretaps-republican-memo.html,438
5a79e16410f40f00018bfc26,By MATT STEVENS and JULIE TURKEWITZ,article,Unknown,[],68,National,0,2018-02-06 13:40:00,Unknown,"Tuesday: Car ownership jumps, President Trump lashes out at Rep. Adam Schiff and how climate change is affecting family planning.",The New York Times,briefing,https://www.nytimes.com/2018/02/06/us/california-today-car-traffic-public-transit.html,1002
5a79e20010f40f00018bfc59,By GINIA BELLAFANTE,article,Despair Grows For Taxi Drivers,"['Wages and Salaries', 'Schifter, Douglas (1956-2018)', 'Suicides and Suicide Attempts', 'Car Services and Livery Cabs', 'Taxicabs and Taxicab Drivers', 'Uber Technologies Inc', 'New York Taxi Workers Alliance', 'New York City']",66,Metropolitan,1,2018-02-06 14:47:57,Unknown,A livery driver facing financial ruin killed himself in front of City Hall to protest the financial devastation wrought by ride hailing services like Uber.,The New York Times,News,https://www.nytimes.com/2018/02/06/nyregion/livery-driver-taxi-uber.html,953
5a79e24210f40f00018bfc73,By SARAH MASLIN NIR,article,"After Backlash, M.T.A. Eases MetroCard Disruption","['Subways', 'Transit Systems', 'MetroCard (NYC)', 'Metropolitan Transportation Authority', 'Johnson, Corey', 'Hakim, Veronique', 'New York City']",61,Metro,23,2018-02-06 14:58:57,Unknown,"The M.T.A. shortened the time MetroCard machines will be offline for an upgrade, after a tsunami of fury.",The New York Times,News,https://www.nytimes.com/2018/02/06/nyregion/metrocard-mta-nyc.html,803
5a79e20b10f40f00018bfc60,By PATRICIA MAZZEI and AGUSTIN ARMENDARIZ,article,"FEMA Vendor Fired, Millions Of Meals Short","['Puerto Rico', 'Hurricane Maria (2017)', 'Federal Emergency Management Agency', 'Government Contracts and Procurement', 'Humanitarian Aid']",64,National,1,2018-02-06 15:00:13,Unknown,"FEMA terminated a big contract with a tiny vendor hired to produce meals for Puerto Rico after Hurricane Maria. Now, Congress is asking questions.",The New York Times,News,https://www.nytimes.com/2018/02/06/us/fema-contract-puerto-rico.html,1457
5a79e24710f40f00018bfc79,By TIMOTHY WILLIAMS,article,Baltimore’s Most Brazen Thieves Wore Badges,"['Baltimore (Md)', 'Police Brutality, Misconduct and Shootings', 'Corruption (Institutional)', 'Racketeering and Racketeers', 'Police Department (Baltimore, Md)', 'De Sousa, Darryl']",68,National,15,2018-02-06 15:46:11,Unknown,"A far-reaching corruption scandal is the last thing Baltimore’s troubled police department needs. But day after day, the revelations keep coming.",The New York Times,News,https://www.nytimes.com/2018/02/06/us/baltimore-police-corruption.html,1244
5a79e33f10f40f00018bfcca,By NEIL IRWIN,article,Tune Out the Noise Of the Market Slide. The Economy Is Fine.,"['United States Economy', 'Stocks and Bonds', 'Credit and Debt', 'Inflation (Economics)', 'Economic Conditions and Trends']",65,Upshot,1,2018-02-06 16:45:28,Unknown,Economic data and the bond market are painting a more optimistic picture than the Dow Jones average.,The New York Times,News,https://www.nytimes.com/2018/02/06/upshot/ignore-the-stock-market-the-economy-looks-fine.html,805
5a79e31510f40f00018bfcc1,By PETE WELLS,article,A Science-Minded Chef Tries Cloning,"['Restaurants', 'Cocktails and Mixed Drinks', 'Bars and Nightclubs', 'Aviary NYC (Manhattan, NY, Bar)', 'Office NYC (Manhattan, NY, Restaurant)', 'Columbus Circle (Manhattan, NY)', 'Achatz, Grant', 'Kokonas, Nick (1968- )']",68,Dining,1,2018-02-06 16:48:36,Unknown,An acclaimed innovator does better by the food than the drinks as he replicates his Chicago cocktail lounges the Aviary and the Office in New York.,The New York Times,Review,https://www.nytimes.com/2018/02/06/dining/grant-achatz-office-aviary-review.html,1496
5a79ea1e10f40f00018bfcf3,By THOMAS KAPLAN,article,"Congress, Tuning Out Trump’s Threats, Focuses on Compromise","['Trump, Donald J', 'United States Politics and Government', 'Shutdowns (Institutional)', 'Federal Budget (US)', 'Midterm Elections (2018)', 'Dream Act (Development, Relief and Education for Minors Act)', 'Deferred Action for Childhood Arrivals', 'Illegal Immigration', 'House of Representatives', 'Senate', 'Democratic Party', 'Republican Party']",68,Washington,19,2018-02-06 17:46:23,Politics,"As congressional leaders worked toward a deal that could help ensure the government stays open, President Trump called for a shutdown if lawmakers do not crack down on illegal immigration.",The New York Times,News,https://www.nytimes.com/2018/02/06/us/politics/government-shutdown-trump-immigration.html,1171
5a79f32910f40f00018bfd0d,By ALAN FEUER,article,Jurors in El Chapo Trial Will Remain Anonymous,"['Jury System', 'Drug Abuse and Traffic', 'Guzman Loera, Joaquin', 'Cogan, Brian M', 'Brooklyn (NYC)', 'Sinaloa (Mexico)']",64,Metro,23,2018-02-06 18:25:41,Unknown,A federal judge imposed the rare secrecy restrictions because of Joaquín Guzmán Loera’s “history of violence” against witnesses and rivals.,The New York Times,News,https://www.nytimes.com/2018/02/06/nyregion/el-chapo-jurors-trial-secrecy.html,542
5a79f43410f40f00018bfd10,By PETER S. GOODMAN,article,World Is Bracing as Era  Of Easy Money Is Ending,"['United States Economy', 'Economic Conditions and Trends', 'Stocks and Bonds', 'Interest Rates', 'Banking and Financial Institutions', 'Credit and Debt', 'Federal Reserve System', 'European Central Bank']",68,Business,1,2018-02-06 18:30:07,Unknown,"As a stock market plunge that began in the United States spread globally, the wild swings underscored how the American economy retains defining influence across the globe.",The New York Times,News,https://www.nytimes.com/2018/02/06/business/stocks-bonds-markets-central-banks.html,1555
5a79f8a310f40f00018bfd1a,By BENEDICT CAREY,article,"Brain Implant Enhanced Memory, Raising Hope for Treatments, Scientists Say","['Memory', 'Brain', ""Alzheimer's Disease"", 'Implants', 'Dementia', 'Traumatic Brain Injury', 'Nature Communications (Journal)', 'University of Pennsylvania', 'Kahana, Michael J']",68,Science,17,2018-02-06 18:49:03,Unknown,Electrodes threaded into the brains of epilepsy patients enhanced their recall on word tests by about 15 percent.,The New York Times,News,https://www.nytimes.com/2018/02/06/health/brain-implant-memory.html,832
5a79fe1a10f40f00018bfd28,By ANTHONY TOMMASINI,article,Wagner’s Tale of Fools and Blood,"['Opera', 'Metropolitan Opera', 'Girard, Francois', 'Gelb, Peter', 'Nezet-Seguin, Yannick', 'Vogt, Klaus Florian', 'Parsifal (Opera)']",68,Culture,1,2018-02-06 19:12:21,Music,"Yannick Nézet-Séguin, the company’s music director designate, brought his own strong take to Wagner’s profound, challenging and very long score.",The New York Times,Review,https://www.nytimes.com/2018/02/06/arts/music/review-parsifal-met-opera.html,832
5a7a022110f40f00018bfd33,By RON LIEBER,article,"O.K., Now What? Six Questions to Ask Before You Act","['Stocks and Bonds', 'Retirement', 'Personal Finances', 'Credit and Debt']",68,Business,1,2018-02-06 19:29:31,Unknown,"Tempted to sell? Answer these six questions first, including ones about your timing, your goals, your predictive skills and your overall anxiety level.",The New York Times,News,https://www.nytimes.com/2018/02/06/your-money/your-first-market-hiccup.html,1105
5a7a08fc10f40f00018bfd47,By FRANK BRUNI,article,Gulp.  I’m Guilty Of Treason.,"['United States Politics and Government', 'State of the Union Message (US)', 'Treason and Sedition', 'Trump, Donald J']",68,OpEd,27,2018-02-06 19:58:48,Unknown,"By Donald Trump’s loose and ludicrous definition, a robust lot of us are un-American.",The New York Times,Op-Ed,https://www.nytimes.com/2018/02/06/opinion/trump-treason-guilty.html,816
5a7a098910f40f00018bfd4f,By KIMIKO de FREYTAS-TAMURA,article,British See More to Do on Anniversary of Women’s Vote,"['vis-multimedia', ""Women's Rights"", 'Great Britain', 'Voting and Voters', 'Fawcett, Millicent', 'Pankhurst, Emmeline', 'Sexual Harassment', 'Law and Legislation']",68,Foreign,12,2018-02-06 20:01:08,Europe,British women cited persistent problems with harassment and discrimination.,The New York Times,News,https://www.nytimes.com/2018/02/06/world/europe/britain-womens-vote.html,894
5a7a0f4510f40f00018bfd61,By DESMOND LACHMAN,article,The Market Collapse Blame Game,"['United States Economy', 'Inflation (Economics)', 'Recession and Depression', 'Federal Reserve System', 'Yellen, Janet L']",68,OpEd,0,2018-02-06 20:25:37,Unknown,We could be on the verge of another global financial crisis. How did we get here?,The New York Times,Op-Ed,https://www.nytimes.com/2018/02/06/opinion/market-collapse-blame-game.html,762
5a7a163010f40f00018bfd6f,By CARA BUCKLEY,article,"It’s His Time to Be Reborn, Again","['Plummer, Christopher', 'Movies', 'Actors and Actresses', 'All the Money in the World (Movie)', 'The Sound of Music (Movie)', 'Kazan, Elia']",66,Weekend,14,2018-02-06 20:55:07,Unknown,"Up for an Oscar for playing J. Paul Getty, a part that initially went to Mr. Spacey, Mr. Plummer recalls thinking: “To hell with it, I’m doing it.”",The New York Times,News,https://www.nytimes.com/2018/02/06/movies/christopher-plummer-kevin-spacey-oscar.html,1073
